userName;score;content;;;
Lery Adreanto Andre;1;Kita sebagai konsumen sekarang banyak di rugikan oleh system baru indrive, pada saat mau order driver terdekat banyak, tapi pada saat klik order malah yang muncul driver jauh semua, saatnya pindah aplikasi lain, kita itu butuh yang cepat bukan yang lambat untuk jemput,... Aplikasi ngaco;;;
Hanif ihsan R;3;Saya kasih bintang 3 karena waktu pejemputan kurang dari 1 menit dan jaraknya juga tidak relevan masa kita disuruh jemput penumpang dengan jarak 2/3Km dan jarak waktu pejemputan kurang dari 1 menit, dan waktu juga lama kita harus nunggu beberapa menit bahkan sejam dua jam. Tolong min kembalikan indriver seperti dulu lagi dan jangan mode critical gini agar supaya orderan bisa lancar Terima kasih.;;;
Smoker Ahmad;5;Setelah update an terbaru malah ancur buat driver khususnya veteran.Status Prio hilang. Orderan yang masuk lelang jarak jemputnya jauh sampe 2kiloan lebih,sedangkan order terdekat cuma notifikasi saja.Canselan order yang banyak,nariknya kaga Karna penumpang ga mau nunggu terlalu lama,buat drivernya juga rugi kalo jemputnya terlalu jauh. Buat yang punya aplikasi dan tim ITnya tolong kalo diUpdate harusnya lebih baik,baik itu buat penumpang atau drivernya juga,bukan nya malah tambah susah.;;;
Roni Jaelani;5;Maaf ka,,,kalo bisa jika tidak ikut lelang jangan ada notifikasi tampilan suruh nyocol....agar driver gak pusing.dikiranya tombol otomatisnya gak berfungsi.bisakan di benerin...??? Cobain dulu dilapangan kendalanya seperti apa baru update.terimaksih;;;
Wisnu Badrani;1;Di versi sebelumnya aplikasi sudah bagus & sangat user friendly namun setelah update sekarang untuk di Kota Bandung aplikasi menjadi banyak bug khususnya terkait waktu penjemputan yang tidak sesuai, mohon diperbaiki atau dikembalikan kepada versi sebelumnya;;;
Alfin Fajar Syaifahmi;5;Tampilan udah bagus, kurang fitur2 nya aja, Contohnya ketika Driver nyari penumpang balikan (arah balik) itu gk ada. Sering bgt saya ambil Long Trip, baliknya Ngosong. Tolong untuk inDrive, tambahin dong fitur gitu, Terimakasih.......;;;
Rian Dachi;4;Hallo team indrive. Kenapa sangat jauh berbeda indrive skrg sulit dpt penumpang khusus kendaraan R2 dan kadang customer suka mengatur dan mengarahkan driver yg tdk tepat sehingga memicu perselisihan antara penumpang dan rating driver jadi imbasnya. Tolong donk team indriver saya sering terjadi pembatalan dari customer. Dan, sikap buruk customer jangan dijadikan imbasnya rating indriver buruk. Terima kasih sebelumnya.;;;
Tian Pradipta;1;Tolong perbaiki sistem lelangannya masa yang deket tidak masuk yang jauh masuk dan penjemputan jauh terus masalah map kenapa selalu ngblank dan kadang eror,untuk sistem sekarang makin lebih parah JANGAN INGIN MENYAMAI GOJEK AND GRAB sistemnya karena lebih baik ke setelan awal seperti dulu,TOLONG PERBAIKI.SEKIAN SALAM DRIVER.;;;
Cecep Yusfik Helmi;5;Aplikasi nya bagus, tapi saya mau bertanya,Kenapa ya setiap ada orderan,jarak terdekat 200 m tidak masuk lelangan, sedangkan yang jarak nya 4-5 km masuk lelangan, Dan setiap kali ada orderan jarak dekat sekalipun masuk lelangan tapi keterangan permintaan kadaluwarsa, Minta tolong di perbaiki bug nya Terimakasih;;;
Muhammad Hilmy Habiebie.;4;aplikasi sudah ok untuk sebagai penumpang atau sebagai driver tapi tolong di perbaiki bug seperti saat pemilihan lokasi lewat map selalu lag dan lambat dan ada beberapa bug lagi seperti saya lokasi di sebrang dan dapat penumpang di sebrang sehingga saya harus muter balik untuk menjemput nya itu bug menurut saya tolong di optimalkan kan lagi dev terimakasih;;;
Rudiansyah Daday;1;"Udah di update bukannya makin bagus malah makin parah bug nya. Sampe"" jengkel karna orderan gak bisa di klik sama sekali. Malahan kmaren saya dapet orderan notif udah ada, malahan chat dari penumpang udah masuk tapi tampilan masih dalam pencarian penumpang... Gimana sihh.... Dari pada updatean kek gini mending bakikin ke sistem sebelumnya.";;;
Eii Channel;1;Sistem sekarang sangat parah... Tawar otomatis tak berlaku... Mau menanyakan sistem sekarang... Kenapa ketika tawar otomatis aktif orderan yg otomatis masuk diatas 1km keatas... Tapi yang terdekat tawar otomatis seolah tidak berfungsi dan gak guna sama sekali?? Mohon jawab... Apa alasannya;;;
Aef Saefudien;1;Di versi sebelum nya sudah bagus simpel,mudah dapat orderan keluhan dr driver sangat jarang sekali. Tp sekarang ya tuhan dapat orderan nya susah banget waktu penjemputan cuma di kasih 1menit rata semua. Makin kesini orderan makin susah dapat nya.. tolong dong kembalikan ke versi yg sebelum nya;;;
Farsha Putra Adya;1;indriver ini kenapa? saya onvbid dari td baru dikasih 2, sedangkan orderan lumayan banyak, padahal saya mengaktifkan fitur autobid, sedangkan orderan yg masuk malah manual... dari beberapa hari kemarin bilangnya sedang mengalami gangguan teknis dan sedang diperbaiki oleh pihak it, akan tetapi sudah hamir sebulan sistem masih aja kacau seperti ini. MENOLAK SISTEM KRITIKAL!!!;;;
Zaki Muhammad;1;Paaraaahhhh.. Masa yg sebelum nya sudah aktif perjalanan dalam kota, trus ganti ke kurir motor, mau balik lagi perjalanan dalam kota harus daftar lagi.. Kl sudah daftar harus nya tinggal bisa dipilih aja mau aktifin yg mana.. Masa daftar ulang lagi dari awal dan nunggu verifikasi lagi..;;;
Yono Yon;1;Ni indriver sekarang kenapa ya, setiap ada notifikasi masuk pas d klik lang ilang, gak kayak dulu pas d klik masih muncul, ciri khasnya indriver yg lelangan beda dr yg jd hilang, yg jarak deket dapat notifikasi nya belakangan;;;
Egi Rau;4;Kenapa sistemnya banyak yang berubah... Auto bid tidak bekerja, sering lag , dan waktu penjemputan yang tidak masuk akal...Tolong perbaiki lah... Dan satu lagi tolong aman kan pengguna app mod...;;;
rudiantara eka;5;Saran saya kalau aplikasi sdh bagus & ideal bagi para driver maupun penumpang..tolong jgn di perbarui lagi..dan 1 lagi kalo bisa wktu pnjemputan ke penumpang di tiadakan krn tdk sesuai fakta di lapangan & sangat merugikan driver & penumpang bhkn bisa trjadi miss komunikasi masalah wktu pnjemputan & di tambah lg dgn pesan otomatis kalau saya sedang dlm prjalanan..sma kalo bisa wlaupun saldo driver minus masih di kasih orderan tnpa hrus mngisi topup..trima kasih🙏;;;
RAGA Sumbang;1;Sistem nya bobrok,, tidak menguntngkan gk seperti dahulu kenapa harus lebih jelas kan udah jelas sistem nya nyaman ke awal seperti adanya lelangan klo ada order dan cs bila ngasih bintang ada namaya bukan namanya penumpang banyak yg ngeluh hal yg sama tapi jawabannya kirim nomer yg terdaftar atau email kan udah jelas permasalahan nya balikan sistem ke awal lagi. Kasian cs nya pun jdi lama nunggu dan bnyak canselan juga.tolong pikirkan baik baik;;;
Kocak Jjej;1;Tolong di perbaiki maps nya titik tujuan tidak sesuai dengan tulisan alamat tujuan nya...sehingga jarak semakin dekat harga pun menjadi jauh lebih murah hal ini sangat merugikan driver karena harus mengantarkan penumpang ke tempat yg tidak sesuai titik tujuan... seharusnya di aplikasi pengemudi indriver ada fitur ubah rute agar tidak menimbulkan konflik dengan penumpang;;;
Rian Qurnawan;1;Jarak 1.5km di wajibkan penjemputan di bawah 1 menit emg bisa?? Jarak 600meter aja di kasih jalan macet waktu 1 menit ga nyampe2 apalagi jarak segitu. Update lagi sistemnya !!! Biar nyaman untuk penumpang dan nyaman untuk driver;;;
Valdio Imanuel;2;Banyak bug, padahal autobid nyala kenapa gak masuk lelang malah masuk notif dan harus di pencet dulu baru masuk lelang. Sama kalo masuk orderan pakai autobid waktu perjalanan ke titik A di buat rata 60 detik padahal jarak ke titik A sdkit jauh kadang membutuhkan waktu sampai 4-5 menit;;;
Muhammad Hilmi Aaqilah;4;kalo mode auto lelang jangan dikasih waktu 1 menit, minimal 2 atau 3 menit lah, driver butuh waktu juga dari liat orderan buka maps sampe jalannya. nanti kalo banyak terlambat kena peringatan padahal aplikasi yg ngasih waktu kependekan. dan 1 lagi, orderan berantai bisa diaktifkan saat mode auto;;;
Rahmat Hidayat;5;"Saran kalau bisa ada autobid dr aplikasi original atau asli nya., Biar ngga ada aplikasi tambahan atau kecurangan dr driver lainnya 🙏 Dan terima kasih sudah ada d aplikasi terima automatis lelang sangat membantu kalau bisa d pertahankan biar orang"" pada pake ori Semua tanpa bantuan mod atau apk pihak ketiga.🙏 Terima kasih indriver😊";;;
Riona Jeanclaudia;1;Tolong perbaiki kenapa semuanya driver penjemputannya waktunya 1 menit, mengunakan system' auto tawar dapat driver yg selalu jauh. Dan saya sarankan lebih baik di hentikan sementara fitur tawar otomatis, karena kurang bermanfaat untuk saat ini karena masih bug dalam pengoprasiannya;;;
Hendra Syarif Hidayat;4;Sangat sulit mengerti system aplikasi indrive bike bandung sekarang...ga jelas perbedaan akun prioritas dan tidak Masa saja saya yang bela² in beli atribut supaya menjadi driver prioritas, setelah akun saya prioritas besoknya system berubah dan menjadikan kekecewaan... Tolong lah dipertegas lagi soal system diaplikasi, dan bedakan kembali akun driver prioritas dan tidak...;;;
dede hermawan;1;Tolong kembalikan ke system auto bid yg dulu,skrg jd susah dpt orderan waktu penjemputan cmn di kasih 1 menit semua,jarak yg dekat harus di cocol,sdngkan jarak yg jauh dpt,cs sudah banyak yg ngeluh karna sering dpt drvr yg jauh dan kebanyakan pd di cancel,mohon di perbaiki sebelum cs pd pindah ke apk lain;;;
Sadam Alhusen;3;Sistem yang kemarin udah enak semua rata gak ada prioritas² akun pemula pun masih bisa dapat order,,semenjak autobid banyak banget keluhan dari penumpang maupun driver,,kadang jarak deket harus nyocol manual jarak jauh langsung masuk sendiri ikut lelangan..;;;
Indra M Gaming;5;aplikasinya udah bagus dan simpel tapi tolong di perbaiki aplikasinya, balikin ke yang sebelum update ke tampilan baru. masa saya di dekat costumer tapi tidak masuk antrian padahal autonya di nyalain terus... justru yang agak jauh yg masuk antrian dan costumernya nunggu lama. pas pencet manual orderan telah di ambil;;;
Sunyoto Ebeth;5;Saya tetap apresiasi bintang 5, tapi ada sedikit kritik... Begitu layarnya terkunci notifikasi hanya berupa suara dan sering terlewat dan kadang walaupun sudah auto bid tetap masih muncul cocol manual... Oh iya satu lagi, sudah mendapatkan orderan tapi pengguna tidak terlihat... Info lagi nih, durasi penjemputan selalu dikasih waktu 1 menit yang kenyataannya bisa 2 menit bahkan lebih. Maaf selalu saya infokan setiap keluhan saya sebagariver Mohon diperbaiki Semoga kedepannya menjadi lebih baik;;;
Wawan Setiawan;4;Sistem autobid udah bagus tapi sayangnya jarak penjemputan nya terlalu jauh d atas 2km sedangkan jarak yg terdekat gk masuk lelang tolong ubah lgi sistemnya ke versi yg sebelumnya soalnya udah banyak castamer yg mengeluh dan kecewa dengan sistem yg sekarang setiap kali order selalu mendapatkan driver yg jaraknya lebih dari 2km klo terus kaya gini castamer banyak yg pindah ke aplikasi sebelah soalnya hampir semua castamer punya 4 aplikasi jadi saya mohon perbaiki sistem nya secapatnya.;;;
Siti Fatimah;1;Saya sebagai pengguna jasa ojek online indriver merasa sangat kecewa dengan system' sekarang yang sering eror..dan menunggu driver selalu lama..gak kaya system' yang sebelum nya real antara jarak dan waktu penjemputan..update itu bukan nya lebih baik..malah banyak di rugikan nya..;;;
Yogi Rahman;1;Saya sangat kecewa sebagai pengguna jasa ojek online indriver..sekarang dapat driver selalu pada jauh2..di waktu 1 menit..nyatanya datang 10 menit kadang lebih..kasian juga driver nya jadi boros ke bensin..update system' bukan nya lebih baik malahan lebih menyusahkan..kadang mau mesan juga susah..eror terus..kalo kaya gini terus konsumen indriver kemungkinan pindah ke aplikasi ojol lain..tolong perbaiki lagi..terima kasih..;;;
Elbarack Razka;1;"indriver sekarang dan sebelumnya berbeda banget,jarak penjemputan jauh hanya di kasih waktu 1 menit,tolong di kembalikan seperti dulu lagi dimana driver yg paling dekat dengan penumpang,itu kemungkinan yg di pilih oleh penumpang karena jaraknya terdepan,bukan di kasih random"" Driver yg dekat dengan penumpang tidak masuk lelangan, malah yg masuk lelang Driver yg jauh dari penumpang.."" yg jelas update aplikasinya semakin memburuk bukan lebih bagus..";;;
Romi RA;1;Semenjak update apps terbaru jadi banyak bug, fitur autobid kadang engga masuk malah dapet notifikasi orderan terdekat, waktu penjemputan dengan fitur autobid dikasih 60 detik padahal jaraknya seseringnya membutuhkan waktu lebih dari 60 detik, dan kemudian benefit pembelian atribut prioritas jadi engga aktif (jadi buat apa beli atribut?).;;;
Ishan Ibey;1;Maaf saya kasih bintang 1 karena perubahan sistem menjadikan kami para driver sangat dirugikan, status prioritas dihilangkan,autobid yang kadang jalan kadang tidak, orderan terdekat harus di tap manual , orderan jauh masuk autobid,kalau customer memilih waktu penjemputan di lock 1 menit. kalaupun mau dihapus autobidnya,hapus semua jangan sebagian,itu baru bakal merata orderannya. Customer juga banyak yang mengeluh susah dapat driver yang dekat;;;
Dimas Andro;3;"- Autobid, waktu penjemputan sesuaikan sama maps, jangan sama rata dibuat 1 menit. - Autobid kadang masuk, kadang masih harus tekan tombol ""terima"", ga usah bilang cek sinyal. Sinyal bagus. - Perbaiki untuk aplikasi pengguna IOS, jangan kasih akses edit h";;;
Muhammad Nurkahfi;4;Ketika mode otomatis dan dapat lelang sering tidak sadari karena notifnya terlalu pelan dan akhirnya di cansel penumpang, tolong dong untuk update selanjutnya bisa di setting sesuai keinginan suara notifnya terimakasih;;;
Nita Rosita;1;Makin di-update kok malah makin ngaco sih. Info pas pesen terkait jarak dan waktu tempuh driver tertulis dekat/sebentar. Pas diklik malah dari tempat yg jauh. Awalnya ta kira drivernya yg maen2 tapi sekarang mah tiap pesan selalu begitu. Benerin lah woy tim indrive, nyusahin driver ma penumpang tau ga!;;;
Catur Apriyanto;5;Mending versi yang kemarin daripada yang terbaru Banyak penumpang yang komplen karena telat menjemput Karena estimasi waktu penjemputan dipukul rata antara jarak yg dekat dengan jarak yg lumayan jauh ,hanya dikasih waktu 1 menit,jadi sering kena cancel ,, Tolong diperbaiki lagi untuk waktu estimasi penjemputannya,,,;;;
Salman Kurniawan;1;Untuk domisili bandung, toloong kepada pihak IT kembalikan ke versi sebelumnya, di update ke critical malah sering eror &banyak bug, salahsatunya saya di mode auto pas ada orderan malah harus di cocol(mode online) pas di cocol orderan sudah di ambil, untuk waktu penjemputan juga jarak 1-2km cuman di kasih waktu 1mnt;;;
Adelya M;3;Aplikasi nya bagus berguna sekali sehari-hari penawaran harganya pun bagus. Namun semenjak update baru bukan nya makin bagus malah jadi eror, setiap masuk ada tulisan tidak ada jaringan padahal jaringan di hp full bar dan di pakai di apk lain aman-aman saja. Jelaskan mengapa!!!;;;
Feri Priyanto;1;KEMBALIKAN SISTEM YANG TERDEKAT . ... SISTEM YANG KEMARIN SEBELUM LEBARAN Makin kesini makin gak jelas jarak nya ... Bukan yan terdekat yang masuk.lelang tapi jarak yang jauh yang masuk lelang ... Yang dekat malah sama.sekali gak masuk lelang;;;
lyra saphire;1;driver sering tdk muncul, malah saya yg hrs cancel trs, driver menjauh dr titik jemput tp di apk tercantum driver sudah tiba. kan nyebelin. tolonglah perhatiin, jd saya yg kenanya rate pengguna 4,6 padahal itu salah mereka juga ga muncul2!!;;;
Ihlasul Amal (Ihlasul);3;bandung sistemnya dibikin kaya sebelumnya aja daripada kaya sekarang, malah driver prioritas susah banget dapet orderan, driver yg non prioritas malah jadi seperti prioritas, sehari cuma dapet 2-3 orderan padahal dari subuh, kalo sebelumnya enak gada error, waktu penjemputan juga ga error, ini jarak jemput jauh malah dikasi 1 menit doang jauh dekat, ya otomatis ngaruh ke rating;;;
Juliani Claudia Mandey;3;Versi yg baru sudah gak bisa 2 titik, sayang sekali kalau mau pergi kedua tempat tujuan dan jaraknya dkat misalkan cuma 300 meter harus bayar hrga sprti orderan biasa Mending versi lama bisa 2 titik;;;
Dika Ramadhan;1;pembaruan yg aneh. mening sistem yg dulu. sekarang meskipun jarak dekat sama penumpang. dapet malah yg jauh terus. jarak penjemputan jauh tapi cuman di kasih 1 menit jd penumpang banyak yg complain. pembaruan bukanya makin bagus malah makin jelek.;;;
Fauzan Rahman;5;Ini setelah update kok aplikasi nya makin buruk lebih bagusan yang lama loh, banyak driver di dekat saya tapi yang di sangkutkan yang jauh dari lokasi saya dan juga driver nya kadang tidak muncul di pilihan dan juga lama mendeteksi pengemudi tolong perbaiki kesalah ini;;;
Jajang Rahmat;5;Hallo INDRIVE yang terhormat tolong di perbaiki pengukuran jarak KM tujuan cs nya dari titik A ke titik B nya karena tidak akurat dengan pakta maps di aplikasi setelah masuk ke maps ,saya terima orderan dengan jarak tujuan di maps itu 13,8 KM ,tapi setelelah masuk ke maps jarak nya jadi 20 KM ,berarti selisih jarak nya 6,2 KM dan itu sangat merugikan sekali kami sebagai driver. tolong indrive yg terhormat di perbaiki sistem pengukuran KM nya jngn merugikan kami para dtiver ,terimaksih;;;
